jsrq,jiaosrq,cjsj,jsbh,spdm,spmc,pzdl,jsj,jsl,phl,jysbh,qylb,ppdm,jysmc,sjghl,ghydl,wtlx,lldk,sjdk,yhkje,djdk,dyje,ghdyje,jsfs,jszt,drsj,sjsj,byzd1,byzd2
2016/07/22,2016/07/18,10:30:48,00000001,000032,诚骋-CU-LBF,铜,37800,50,49.823,001,,,1,49.823,-0.177,委卖,1890000,1883309.4,1701000,182309.4,-6690.6,-6690.6,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/07/22,2016/07/18,10:30:48,00000001,000032,诚骋-CU-LBF,铜,37800,50,49.823,00100001,,,0,49.823,-0.177,委买,1890000,1883309.4,1701000,182309.4,-6690.6,-6690.6,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/07/22,2016/07/18,10:31:58,00000002,000032,诚骋-CU-LBF,铜,37800,50,50.16,001,,,1,50.16,0.16,委卖,1890000,1896048,1701000,195048,6048,6048,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/07/22,2016/07/18,10:31:58,00000002,000032,诚骋-CU-LBF,铜,37800,50,50.16,00100001,,,0,50.16,0.16,委买,1890000,1896048,1701000,195048,6048,6048,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/09/20,10:38:30,00000001,CU010002,诚骋-ABRA,铜,37200,25,23.904,00000001,诚骋,ABRA,深圳迈科大宗商品金融服务有限公司,23.904,-1.096,委卖,930000,889228.8,889228.8,0,-40771.2,-40771.2,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/09/20,10:38:30,00000001,CU010002,诚骋-ABRA,铜,37200,25,23.904,001,诚骋,ABRA,1,23.904,-1.096,委买,930000,889228.8,889228.8,0,-40771.2,-40771.2,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/07/22,11:29:53,00000001,000049,诚骋-CU-RT,铜,38350,25,26.051,001,,,1,26.051,1.051,委卖,958750,999055.85,862875,136180.85,40305.85,40305.85,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/07/22,11:29:53,00000001,000049,诚骋-CU-RT,铜,38350,25,26.051,00100001,,,0,26.051,1.051,委买,958750,999055.85,862875,136180.85,40305.85,40305.85,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/09/19,14:08:19,00000001,CU010002,诚骋-ABRA,铜,37180,5,4.904,001,诚骋,ABRA,1,4.904,-0.096,委卖,185900,182330.72,182330.72,0,-3569.28,-3569.28,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/09/19,14:08:19,00000001,CU010002,诚骋-ABRA,铜,37180,5,4.904,00100001,诚骋,ABRA,0,4.904,-0.096,委买,185900,182330.72,182330.72,0,-3569.28,-3569.28,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/09/19,14:11:39,00000002,CU010002,诚骋-ABRA,铜,37180,20,19,001,诚骋,ABRA,1,19,-1,委卖,743600,706420,706420,0,-37180,-37180,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/09/19,14:11:39,00000002,CU010002,诚骋-ABRA,铜,37180,20,19,00100001,诚骋,ABRA,0,19,-1,委买,743600,706420,706420,0,-37180,-37180,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/07/22,14:48:19,00000002,000049,诚骋-CU-RT,铜,38360,25,26.051,001,,,1,26.051,1.051,委买,959000,999316.36,863100,136216.36,40316.36,40316.36,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/07/22,14:48:19,00000002,000049,诚骋-CU-RT,铜,38360,25,26.051,00100001,,,0,26.051,1.051,委卖,959000,999316.36,863100,136216.36,40316.36,40316.36,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/09/19,14:56:53,00000003,CU010002,诚骋-ABRA,铜,37190,25,23.904,00000001,诚骋,ABRA,深圳迈科大宗商品金融服务有限公司,23.904,-1.096,委买,929750,888989.76,888989.76,0,-40760.24,-40760.24,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2016/09/29,2016/09/19,14:56:53,00000003,CU010002,诚骋-ABRA,铜,37190,25,23.904,00100001,诚骋,ABRA,0,23.904,-1.096,委卖,929750,888989.76,888989.76,0,-40760.24,-40760.24,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/02/24,2017/02/24,10:35:31,00000001,CU010057,诚骋-STERLI,铜,47500,25,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委买,1187500,1187500,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/02/24,2017/02/24,10:35:31,00000001,CU010057,诚骋-STERLI,铜,47500,25,0,00000007,诚骋,STERLI,上海迈科迪信投资管理有限公司,0,0,委卖,1187500,1187500,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/02/25,2017/02/25,14:17:46,00000001,CU010057,诚骋-STERLI,铜,47500,25,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,1187500,1187500,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/02/25,2017/02/25,14:17:46,00000001,CU010057,诚骋-STERLI,铜,47500,25,0,00000007,诚骋,STERLI,上海迈科迪信投资管理有限公司,0,0,委买,1187500,1187500,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/06,2017/03/06,14:11:12,00000029,CU010008,诚骋-CBM,铜,47570,30,0,00000000,诚骋,CBM,上海迈科金属资源有限公司,0,0,委卖,1427100,1427100,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/06,2017/03/06,14:11:12,00000029,CU010008,诚骋-CBM,铜,47570,30,0,00000025,诚骋,CBM,上海誉集实业有限公司,0,0,委买,1427100,1427100,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/06,2017/03/06,14:21:11,00000037,CU010005,诚骋-BIRLA,铜,47400,100,0,00000000,诚骋,BIRLA,上海迈科金属资源有限公司,0,0,委卖,4740000,4740000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/06,2017/03/06,14:21:11,00000037,CU010005,诚骋-BIRLA,铜,47400,100,0,00000025,诚骋,BIRLA,上海誉集实业有限公司,0,0,委买,4740000,4740000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/06,2017/03/06,14:26:57,00000041,CU010005,诚骋-BIRLA,铜,47440,100,0,00000000,诚骋,BIRLA,上海迈科金属资源有限公司,0,0,委卖,4744000,4744000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/06,2017/03/06,14:26:57,00000041,CU010005,诚骋-BIRLA,铜,47440,100,0,00000025,诚骋,BIRLA,上海誉集实业有限公司,0,0,委买,4744000,4744000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:09:36,00000023,CU010041,诚骋-MV,铜,47230,100,0,00000000,诚骋,MV,上海迈科金属资源有限公司,0,0,委卖,4723000,4723000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:09:36,00000023,CU010041,诚骋-MV,铜,47230,100,0,00000052,诚骋,MV,东方集团物产有限公司,0,0,委买,4723000,4723000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:28:47,00000027,CU010041,诚骋-MV,铜,47250,100,0,00000000,诚骋,MV,上海迈科金属资源有限公司,0,0,委卖,4725000,4725000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:28:47,00000027,CU010041,诚骋-MV,铜,47250,100,0,00000052,诚骋,MV,东方集团物产有限公司,0,0,委买,4725000,4725000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:46:29,00000030,CU010041,诚骋-MV,铜,47250,100,0,00000000,诚骋,MV,上海迈科金属资源有限公司,0,0,委卖,4725000,4725000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:46:29,00000030,CU010041,诚骋-MV,铜,47250,100,0,00000052,诚骋,MV,东方集团物产有限公司,0,0,委买,4725000,4725000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:55:50,00000031,CU010005,诚骋-BIRLA,铜,47290,75,0,00000000,诚骋,BIRLA,上海迈科金属资源有限公司,0,0,委卖,3546750,3546750,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:55:50,00000031,CU010005,诚骋-BIRLA,铜,47290,75,0,00000052,诚骋,BIRLA,东方集团物产有限公司,0,0,委买,3546750,3546750,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:55:50,00000032,CU010005,诚骋-BIRLA,铜,47290,25,0,00000000,诚骋,BIRLA,上海迈科金属资源有限公司,0,0,委卖,1182250,1182250,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/07,2017/03/07,14:55:50,00000032,CU010005,诚骋-BIRLA,铜,47290,25,0,00000052,诚骋,BIRLA,东方集团物产有限公司,0,0,委买,1182250,1182250,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/10,2017/03/10,13:39:56,00000027,CU010008,诚骋-CBM,铜,46130,100,0,00000000,诚骋,CBM,上海迈科金属资源有限公司,0,0,委卖,4613000,4613000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/10,2017/03/10,13:39:56,00000027,CU010008,诚骋-CBM,铜,46130,100,0,00000006,诚骋,CBM,上海金田铜业有限公司,0,0,委买,4613000,4613000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/12/07,09:59:45,00000001,CU010013,诚骋-CMCC,铜,47300,25,24.627,001,诚骋,CMCC,1,24.627,-0.373,委卖,1182500,1164857.1,1164857.1,0,-17642.9,-17642.9,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/12/07,09:59:45,00000001,CU010013,诚骋-CMCC,铜,47300,25,24.627,00100001,诚骋,CMCC,0,24.627,-0.373,委买,1182500,1164857.1,1164857.1,0,-17642.9,-17642.9,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/09/26,10:01:05,00000001,CU010028,诚骋-ISA,铜,37800,25,24.084,001,诚骋,ISA,1,24.084,-0.916,委卖,945000,910375.2,910375.2,0,-34624.8,-34624.8,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/09/26,10:01:05,00000001,CU010028,诚骋-ISA,铜,37800,25,24.084,00100001,诚骋,ISA,0,24.084,-0.916,委买,945000,910375.2,910375.2,0,-34624.8,-34624.8,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/12/07,10:17:07,00000003,CU010013,诚骋-CMCC,铜,47320,25,24.627,00000001,诚骋,CMCC,深圳迈科大宗商品金融服务有限公司,24.627,-0.373,委卖,1183000,1165349.64,1165349.64,0,-17650.36,-17650.36,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/12/07,10:17:07,00000003,CU010013,诚骋-CMCC,铜,47320,25,24.627,001,诚骋,CMCC,1,24.627,-0.373,委买,1183000,1165349.64,1165349.64,0,-17650.36,-17650.36,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/09/28,10:18:05,00000001,CU010028,诚骋-ISA,铜,37810,25,26.786,001,诚骋,ISA,1,26.786,1.786,委买,945250,1012778.66,1012778.66,0,67528.66,67528.66,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/09/28,10:18:05,00000001,CU010028,诚骋-ISA,铜,37810,25,26.786,00100001,诚骋,ISA,0,26.786,1.786,委卖,945250,1012778.66,1012778.66,0,67528.66,67528.66,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/09/26,11:13:41,00000003,CU010028,诚骋-ISA,铜,37820,25,24.084,00000001,诚骋,ISA,深圳迈科大宗商品金融服务有限公司,24.084,-0.916,委卖,945500,910856.88,910856.88,0,-34643.12,-34643.12,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/09/26,11:13:41,00000003,CU010028,诚骋-ISA,铜,37820,25,24.084,001,诚骋,ISA,1,24.084,-0.916,委买,945500,910856.88,910856.88,0,-34643.12,-34643.12,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/12/06,13:44:28,00000001,CU010065,诚骋-ZADIVA,铜,47500,25,25.262,001,诚骋,ZADIVA,1,25.262,0.262,委卖,1187500,1199945,1199945,0,12445,12445,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/12/06,13:44:28,00000001,CU010065,诚骋-ZADIVA,铜,47500,25,25.262,00100001,诚骋,ZADIVA,0,25.262,0.262,委买,1187500,1199945,1199945,0,12445,12445,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/09/26,14:30:48,00000004,CU010028,诚骋-ISA,铜,37800,25,26.786,001,诚骋,ISA,1,26.786,1.786,委卖,945000,1012510.8,1012510.8,0,67510.8,67510.8,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/09/26,14:30:48,00000004,CU010028,诚骋-ISA,铜,37800,25,26.786,00100001,诚骋,ISA,0,26.786,1.786,委买,945000,1012510.8,1012510.8,0,67510.8,67510.8,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/12/06,14:49:43,00000003,CU010065,诚骋-ZADIVA,铜,47520,25,25.262,00000001,诚骋,ZADIVA,深圳迈科大宗商品金融服务有限公司,25.262,0.262,委卖,1188000,1200450.24,1200450.24,0,12450.24,12450.24,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/17,2016/12/06,14:49:43,00000003,CU010065,诚骋-ZADIVA,铜,47520,25,25.262,001,诚骋,ZADIVA,1,25.262,0.262,委买,1188000,1200450.24,1200450.24,0,12450.24,12450.24,买方收票确认,正常交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/20,2017/03/20,10:33:46,00000010,CU010027,诚骋-ILO,铜,47470,100,0,00000002,诚骋,ILO,大商道（上海）有色金属有限公司,0,0,委卖,4747000,4747000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/20,2017/03/20,10:33:46,00000010,CU010027,诚骋-ILO,铜,47470,100,0,00000025,诚骋,ILO,上海誉集实业有限公司,0,0,委买,4747000,4747000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/27,2017/03/27,11:00:15,00000032,CU010622,诚骋-紫金,铜,45900,50,0,00000000,诚骋,紫金,上海迈科金属资源有限公司,0,0,委卖,2295000,2295000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/27,2017/03/27,11:00:15,00000032,CU010622,诚骋-紫金,铜,45900,50,0,00000021,诚骋,紫金,上海瑞禾贸易有限公司,0,0,委买,2295000,2295000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/28,2017/03/28,10:31:37,00000010,CU010615,鑫冶-上冶,铜,46430,10,0,00000002,鑫冶,上冶,大商道（上海）有色金属有限公司,0,0,委卖,464300,464300,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/28,2017/03/28,10:31:37,00000010,CU010615,鑫冶-上冶,铜,46430,10,0,00000012,鑫冶,上冶,上海严民金属材料有限公司,0,0,委买,464300,464300,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/29,2017/03/29,10:01:29,00000005,CU010002,诚骋-ABRA,铜,46950,100,0,00000000,诚骋,ABRA,上海迈科金属资源有限公司,0,0,委卖,4695000,4695000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/03/29,2017/03/29,10:01:29,00000005,CU010002,诚骋-ABRA,铜,46950,100,0,00000058,诚骋,ABRA,上海亚炬资源有限公司,0,0,委买,4695000,4695000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/17,2017/04/17,14:22:54,00000026,CU010049,诚骋-PIRDOP,铜,46200,500,0,00000029,诚骋,PIRDOP,西安迈科金属国际集团有限公司,0,0,委卖,23100000,23100000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/17,2017/04/17,14:22:54,00000026,CU010049,诚骋-PIRDOP,铜,46200,500,0,00000039,诚骋,PIRDOP,宁波金田电材有限公司,0,0,委买,23100000,23100000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/20,2017/04/20,09:45:04,00000005,CU010010,诚骋-CCCSB,铜,45460,100,0,00000029,诚骋,CCCSB,西安迈科金属国际集团有限公司,0,0,委卖,4546000,4546000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/20,2017/04/20,09:45:04,00000005,CU010010,诚骋-CCCSB,铜,45460,100,0,00000039,诚骋,CCCSB,宁波金田电材有限公司,0,0,委买,4546000,4546000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/20,2017/04/20,09:45:04,00000006,CU010402,大场-PIRDOP,铜,45500,100,0,00000000,大场,PIRDOP,上海迈科金属资源有限公司,0,0,委卖,4550000,4550000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/20,2017/04/20,09:45:04,00000006,CU010402,大场-PIRDOP,铜,45500,100,0,00000007,大场,PIRDOP,上海迈科迪信投资管理有限公司,0,0,委买,4550000,4550000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/21,2017/04/21,09:42:35,00000009,CU010027,诚骋-ILO,铜,45730,100,0,00000036,诚骋,ILO,佛山市兴海铜铝业有限公司,0,0,委买,4573000,4573000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/21,2017/04/21,09:42:35,00000009,CU010027,诚骋-ILO,铜,45730,100,0,00000059,诚骋,ILO,深圳迈科金属有限公司,0,0,委卖,4573000,4573000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/21,2017/04/21,09:48:57,00000011,CU010064,诚骋-祥光,铜,45670,100,0,00000006,诚骋,祥光,上海金田铜业有限公司,0,0,委买,4567000,4567000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/21,2017/04/21,09:48:57,00000011,CU010064,诚骋-祥光,铜,45670,100,0,00000059,诚骋,祥光,深圳迈科金属有限公司,0,0,委卖,4567000,4567000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/24,2017/04/24,10:51:42,00000010,CU010027,诚骋-ILO,铜,45710,100,0,00000000,诚骋,ILO,上海迈科金属资源有限公司,0,0,委卖,4571000,4571000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/24,2017/04/24,10:51:42,00000010,CU010027,诚骋-ILO,铜,45710,100,0,00000047,诚骋,ILO,上海京慧诚国际贸易有限公司,0,0,委买,4571000,4571000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/27,2017/04/27,09:33:32,00000001,CU010056,诚骋-SR-P,铜,46110,85,0,00000002,诚骋,SR-P,大商道（上海）有色金属有限公司,0,0,委卖,3919350,3919350,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/27,2017/04/27,09:33:32,00000001,CU010056,诚骋-SR-P,铜,46110,85,0,00000047,诚骋,SR-P,上海京慧诚国际贸易有限公司,0,0,委买,3919350,3919350,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/27,2017/04/27,11:18:32,00000028,CU010615,鑫冶-上冶,铜,46230,25,0,00000002,鑫冶,上冶,大商道（上海）有色金属有限公司,0,0,委卖,1155750,1155750,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/27,2017/04/27,11:18:32,00000028,CU010615,鑫冶-上冶,铜,46230,25,0,00000079,鑫冶,上冶,上海美兴实业有限公司,0,0,委买,1155750,1155750,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/28,2017/04/28,13:55:25,00000042,CU010005,诚骋-BIRLA,铜,46250,100,0,00000000,诚骋,BIRLA,上海迈科金属资源有限公司,0,0,委买,4625000,4625000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/04/28,2017/04/28,13:55:25,00000042,CU010005,诚骋-BIRLA,铜,46250,100,0,00000000,诚骋,BIRLA,上海迈科金属资源有限公司,0,0,委卖,4625000,4625000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/05,2017/05/05,10:34:41,00000018,CU010027,诚骋-ILO,铜,45180,100,0,00000000,诚骋,ILO,上海迈科金属资源有限公司,0,0,委卖,4518000,4518000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/05,2017/05/05,10:34:41,00000018,CU010027,诚骋-ILO,铜,45180,100,0,00000076,诚骋,ILO,上海元胜经贸发展有限公司,0,0,委买,4518000,4518000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/17,2017/05/17,09:39:27,00000004,CU010057,诚骋-STERLI,铜,45190,500,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,22595000,22595000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/17,2017/05/17,09:39:27,00000004,CU010057,诚骋-STERLI,铜,45190,500,0,00000006,诚骋,STERLI,上海金田铜业有限公司,0,0,委买,22595000,22595000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/18,2017/05/18,09:56:35,00000001,CU010063,诚骋-UMMC,铜,44960,100,0,00000000,诚骋,UMMC,上海迈科金属资源有限公司,0,0,委卖,4496000,4496000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/18,2017/05/18,09:56:35,00000001,CU010063,诚骋-UMMC,铜,44960,100,0,00000022,诚骋,UMMC,上海五锐国际贸易有限公司,0,0,委买,4496000,4496000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/18,2017/05/18,09:56:45,00000002,CU010064,诚骋-祥光,铜,44910,100,0,00000000,诚骋,祥光,上海迈科金属资源有限公司,0,0,委卖,4491000,4491000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/18,2017/05/18,09:56:45,00000002,CU010064,诚骋-祥光,铜,44910,100,0,00000030,诚骋,祥光,上海忠翼金属有限公司,0,0,委买,4491000,4491000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/18,2017/05/18,09:56:45,00000003,CU010064,诚骋-祥光,铜,44910,200,0,00000000,诚骋,祥光,上海迈科金属资源有限公司,0,0,委卖,8982000,8982000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/18,2017/05/18,09:56:45,00000003,CU010064,诚骋-祥光,铜,44910,200,0,00000030,诚骋,祥光,上海忠翼金属有限公司,0,0,委买,8982000,8982000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/22,2017/05/22,09:32:24,00000001,CU010009,诚骋-CCC-P,铜,45810,100,0,00000000,诚骋,CCC-P,上海迈科金属资源有限公司,0,0,委卖,4581000,4581000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/22,2017/05/22,09:32:24,00000001,CU010009,诚骋-CCC-P,铜,45810,100,0,00000016,诚骋,CCC-P,上海翔禹金属材料有限公司,0,0,委买,4581000,4581000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/22,2017/05/22,09:37:45,00000013,CU010545,诚骋-DJ-B,铜,45760,100,0,00000000,诚骋,DJ-B,上海迈科金属资源有限公司,0,0,委卖,4576000,4576000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/22,2017/05/22,09:37:45,00000013,CU010545,诚骋-DJ-B,铜,45760,100,0,00000061,诚骋,DJ-B,上海晋金实业有限公司,0,0,委买,4576000,4576000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/22,2017/05/22,09:44:11,00000023,CU010065,诚骋-ZADIVA,铜,45700,100,0,00000000,诚骋,ZADIVA,上海迈科金属资源有限公司,0,0,委卖,4570000,4570000,0,0,0,0,交收办理,卖方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/22,2017/05/22,09:44:11,00000023,CU010065,诚骋-ZADIVA,铜,45700,100,0,00000047,诚骋,ZADIVA,上海京慧诚国际贸易有限公司,0,0,委买,4570000,4570000,0,0,0,0,交收办理,卖方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/22,2017/05/22,09:45:53,00000024,CU010065,诚骋-ZADIVA,铜,45700,100,0,00000000,诚骋,ZADIVA,上海迈科金属资源有限公司,0,0,委卖,4570000,4570000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
2017/05/22,2017/05/22,09:45:53,00000024,CU010065,诚骋-ZADIVA,铜,45700,100,0,00000021,诚骋,ZADIVA,上海瑞禾贸易有限公司,0,0,委买,4570000,4570000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:28,2017/10/19 10:50:28,,
